-1.136544,2.929822,-0.341289,3.583402,-1.396283,-0.023383,17.261420
-1.485073,2.639341,-0.346956,3.348295,0.000409,-0.145608,17.400089
-1.778807,2.428647,-0.279505,3.277787,-1.414368,-0.176986,17.528553
-2.116346,2.260118,-0.173869,3.032940,0.020937,-0.173379,17.657188
-2.498773,2.169276,-0.067868,2.880673,0.019737,-0.213734,17.795779
-2.804372,2.222887,0.044168,2.724592,-0.931885,-0.220196,17.924322
-3.195887,2.242869,0.147141,2.719378,-0.472810,-0.264865,18.052839
-3.588293,2.341556,0.279152,2.667448,0.009527,-0.305367,18.191429
-3.815418,2.585191,0.418450,2.598574,0.021539,-0.301352,18.319990
-3.994567,2.860529,0.546084,2.533284,0.004336,-0.197124,18.450005
-4.057198,3.229759,0.631387,2.551809,0.029270,-0.034634,18.587239
-4.094387,3.558437,0.676033,2.568089,0.022417,0.073122,18.715814
-4.142596,3.893451,0.655542,2.575470,0.002322,0.259393,18.850079
-4.209394,4.233326,0.559795,2.335259,0.030089,0.323479,18.982886
-4.398569,4.458753,0.440380,2.351929,0.022571,0.328009,19.111422
-4.610345,4.678698,0.303761,2.194615,0.013801,0.292352,19.250063
-4.917829,4.737722,0.185327,2.120198,0.011586,0.319461,19.378569
-5.219309,4.752698,0.061923,2.126624,0.006172,0.364835,19.507130
-5.519128,4.715839,-0.089205,2.135805,0.037414,0.390946,19.645784
-5.796832,4.578155,-0.241206,2.158886,0.047686,0.277017,19.774365
-5.958478,4.444228,-0.374898,2.185216,0.010009,0.198987,19.902892
-6.150661,4.199243,-0.458478,2.218656,0.058868,-0.001740,20.041494
-6.311984,3.948194,-0.480540,2.251067,0.043975,-0.097227,20.170006
-6.469800,3.722307,-0.445532,2.327789,0.021722,-0.226811,20.299966
-6.663126,3.524650,-0.356571,2.436269,0.326728,-0.162675,20.437206
-6.991170,3.281069,-0.268464,2.616824,0.246356,-0.143259,20.565698
-7.304155,3.136408,-0.202038,2.880198,0.198016,-0.092189,20.700063
-7.680419,3.000420,-0.152253,3.201396,0.420575,-0.071245,20.832895
-8.103205,2.877380,-0.111804,3.495294,0.413247,-0.085398,20.961443
-8.544035,2.835960,-0.065160,3.756928,0.336623,-0.084939,21.100001
-9.046931,2.775886,-0.016471,3.942012,0.247742,-0.145323,21.228590
-9.554356,2.792562,0.068608,4.077883,0.129545,-0.198601,21.357110
-10.084115,2.939300,0.194027,4.180014,0.123914,-0.167600,21.495720
-10.627998,3.114762,0.303093,4.264894,0.122135,-0.122859,21.624308
-11.067394,3.452557,0.373197,4.408008,0.073287,-0.009024,21.752875
-11.514543,3.883712,0.396751,4.561281,0.188375,0.057482,21.891500
-11.934390,4.302048,0.382976,4.654011,0.099024,0.146833,22.020082
-12.419578,4.674315,0.293298,4.691701,0.004803,0.159001,22.150020
-12.978109,4.981529,0.154533,4.539957,0.003878,0.141379,22.287226
-13.535113,5.150598,0.037788,4.546687,0.022257,0.130417,22.415700
-14.161194,5.171294,-0.065390,4.585304,0.043601,0.134969,22.550058
-14.792094,5.055838,-0.158488,4.651899,0.107981,0.161344,22.682834
-15.342429,4.868445,-0.263873,4.720846,0.099600,0.167228,22.811427
-15.918267,4.495624,-0.382194,4.789975,0.092185,0.178662,22.950064
-16.308533,4.089433,-0.492540,4.837550,0.030069,0.133653,23.078579
-16.616198,3.563265,-0.586107,4.850697,0.012716,0.148303,23.207206
-16.812225,2.934610,-0.667554,4.858318,0.026489,0.117352,23.345764
-16.904504,2.286027,-0.736500,4.877160,0.053757,0.156601,23.474320
-16.899106,1.605439,-0.808041,4.905628,0.010037,0.229613,23.602829
-16.624257,1.011358,-0.906067,4.834543,0.005146,0.214849,23.741515
-16.192513,0.570673,-0.966171,4.842646,0.017911,0.176531,23.870063
-15.612123,0.292263,-0.993571,4.870346,0.007801,0.128886,24.000138
-14.995719,0.101308,-0.999927,4.903481,0.042271,0.093940,24.137135
-14.357875,0.092816,-0.998443,4.834661,0.018877,0.051530,24.265692
-13.662874,0.212531,-0.995674,4.770381,0.018524,-0.033538,24.400017
-13.000132,0.344625,-0.997396,4.795934,0.045383,-0.059588,24.532855
-12.327619,0.480634,-0.999518,4.829274,0.050692,-0.065670,24.661440
-11.628125,0.543211,-0.999884,4.869783,0.057792,-0.022720,24.800107
-10.962892,0.565076,-0.999135,4.901112,0.042083,-0.007682,24.928628
-10.294786,0.558863,-0.998897,4.924101,0.021673,-0.001462,25.057177
-9.676547,0.435285,-0.998952,4.943699,0.024680,0.030627,25.195752
-9.037410,0.390100,-0.999723,4.953733,0.005793,0.024524,25.324312
-8.400434,0.368481,-0.999991,4.876001,0.003547,-0.004671,25.452924
-7.747141,0.346054,-0.999945,4.883032,0.008542,-0.010969,25.591513
-7.166133,0.305740,-0.999988,4.903509,0.043031,-0.027256,25.720223
